image_id,work_id,miro_image_number,title,description,work_type,contributors,subjects,genres,license_id,license_label,license_url,credit,access_status,aspect_ratio,average_color,iiif_image_id,iiif_info_url,thumbnail_url,full_image_url,work_page_url,image_page_url,filename
cyt66v4s,d9rrnj9k,W0043313,Leprosy: skin,"Indeterminate (Idt) leprosy: skin

This is a low power view of a skin section from a patient with Idt leprosy. Slight inflammation is present around superficial blood vessels, deep dermal sweat glands and a dermal nerve. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.65,#c5b4bb,W0043313,https://iiif.wellcomecollection.org/image/W0043313/info.json,"https://iiif.wellcomecollection.org/image/W0043313/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043313/full/full/0/default.jpg,https://wellcomecollection.org/works/d9rrnj9k,https://wellcomecollection.org/works/d9rrnj9k/images?id=cyt66v4s,Leprosy_skin_Wellcome_W0043313.jpg
d4jj9gqn,y2hzu9f4,W0043345,Leprosy: dermal nerve,"Borderline tuberculoid (BT) leprosy: dermal nerve

This is a high power view of a dermal nerve from a patient with BT. Within the nerve there is a granulomatous, macrophage infiltrate separating the Schwann cells. Immunostain for S100 (which stains Schwann cells brown).",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5209125,#bcc9c7,W0043345,https://iiif.wellcomecollection.org/image/W0043345/info.json,"https://iiif.wellcomecollection.org/image/W0043345/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043345/full/full/0/default.jpg,https://wellcomecollection.org/works/y2hzu9f4,https://wellcomecollection.org/works/y2hzu9f4/images?id=d4jj9gqn,Leprosy_dermal_nerve_Wellcome_W0043345.jpg
d5bmk27r,c8fv9cdb,W0043389,Lepromatous leprosy: histoid leprosy,"Lepromatous leprosy (LL): histoid leprosy

This is a low power view of a histoid nodule in a case of LL. The slide shows a tumour-like mass of macrophages that are stretching and thinning the epidermis. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.6525,#ca9fb8,W0043389,https://iiif.wellcomecollection.org/image/W0043389/info.json,"https://iiif.wellcomecollection.org/image/W0043389/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043389/full/full/0/default.jpg,https://wellcomecollection.org/works/c8fv9cdb,https://wellcomecollection.org/works/c8fv9cdb/images?id=d5bmk27r,Lepromatous_leprosy_histoid_leprosy_Wellcome_W0043389.jpg
d6qm7muk,wdzp9j6z,W0043349,Leprosy: dermal nerve,"Tuberculoid (TT) leprosy: dermal nerve

This is a high power view of a skin section from a TT patient. It shows a deep nerve bundle surrounded by lymphocytes and epithelioid cells, but there are no giant cells. Note the large numbers of lymphocytes present. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5209125,#d09bca,W0043349,https://iiif.wellcomecollection.org/image/W0043349/info.json,"https://iiif.wellcomecollection.org/image/W0043349/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043349/full/full/0/default.jpg,https://wellcomecollection.org/works/wdzp9j6z,https://wellcomecollection.org/works/wdzp9j6z/images?id=d6qm7muk,Leprosy_dermal_nerve_Wellcome_W0043349.jpg
dc7xttzg,xnjq59my,W0044355,Visceral leishmaniasis: liver,"Visceral leishmaniasis (VL): Liver 

This is a medium power view of a section from a liver biopsy. The image shows <I>Leishmania</I> amastigotes visible as small dots within Kupffer cells in the sinusoids (arrow). H&E stain.

VL is caused by <I>Leishmania</I> species of the<I> L. donovani</I> complex. It is caused by <I>L. donovani </I>and <I>L. infantum</I> in the Old World and by <I>L. chagasi</I> in the New World.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5444015,#d17dc3,W0044355,https://iiif.wellcomecollection.org/image/W0044355/info.json,"https://iiif.wellcomecollection.org/image/W0044355/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044355/full/full/0/default.jpg,https://wellcomecollection.org/works/xnjq59my,https://wellcomecollection.org/works/xnjq59my/images?id=dc7xttzg,Visceral_leishmaniasis_liver_Wellcome_W0044355.jpg
dh2q9sg9,h6fmu8am,W0047275,Lung: Pneumocystis carinii pneumonia (PCP),"<I>Pneumocystis carinii</I> pneumonia (PCP)

This low power view shows a lung with chronic PCP. There are solid areas with fibrosis and clumps of degenerate (blue-staining) <I>Pneumocystis carinii</I>. The air spaces are irregularly emphysematous. This can progress to significant cavitation. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.532567,#e991c8,W0047275,https://iiif.wellcomecollection.org/image/W0047275/info.json,"https://iiif.wellcomecollection.org/image/W0047275/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0047275/full/full/0/default.jpg,https://wellcomecollection.org/works/h6fmu8am,https://wellcomecollection.org/works/h6fmu8am/images?id=dh2q9sg9,Lung_Pneumocystis_carinii_pneumonia_PCP_Wellcome_W0047275.jpg
ed3dtyhm,as9acugx,W0043362,Leprosy: type 1 (reversal) leprosy reaction,"Tuberculoid (TT) leprosy: type 1 (reversal) leprosy reaction

This high power view of a skin section shows a vertical nerve with classic neuritis. The remaining Schwann cells, plus their axons, are seen as thin, wavy bands. These cells are surrounded by giant cell granulomas and peripheral lymphocytes. H&E stain.

The presence of the numerous, large Langhans' giant cells is evidence of a type 1 reaction, i.e. borderline tuberculoid (BT) upgrading to TT. 

See image W0043361 for a low power view of this section.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.655,#bb9cb1,W0043362,https://iiif.wellcomecollection.org/image/W0043362/info.json,"https://iiif.wellcomecollection.org/image/W0043362/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043362/full/full/0/default.jpg,https://wellcomecollection.org/works/as9acugx,https://wellcomecollection.org/works/as9acugx/images?id=ed3dtyhm,Leprosy_type_1_reversal_leprosy_reaction_Wellcome_W0043362.jpg
ewsj5dap,pyuqghsn,W0043342,Leprosy: dermal nerve,"Borderline tuberculoid (BT) leprosy: dermal nerve

This is a high power view of a dermal nerve from a patient with BT. There is lymphocytic inflammation around the nerve, with a small epithelioid cell granuloma eroding into it (bottom right). H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5209125,#c9a5bd,W0043342,https://iiif.wellcomecollection.org/image/W0043342/info.json,"https://iiif.wellcomecollection.org/image/W0043342/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043342/full/full/0/default.jpg,https://wellcomecollection.org/works/pyuqghsn,https://wellcomecollection.org/works/pyuqghsn/images?id=ewsj5dap,Leprosy_dermal_nerve_Wellcome_W0043342.jpg
exntyn6j,pc9p72uf,W0044352,Visceral leishmaniasis: gastrointestinal tract,"Visceral leishmaniasis (VL): gastrointestinal tract

This is a low power view of a jejunal section from a small bowel biopsy. The villi are blunted and widened because of structural damage by infiltrating inflammatory cells. Such infection is quite common in VL and may cause malabsorption. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#bf9bc5,W0044352,https://iiif.wellcomecollection.org/image/W0044352/info.json,"https://iiif.wellcomecollection.org/image/W0044352/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044352/full/full/0/default.jpg,https://wellcomecollection.org/works/pc9p72uf,https://wellcomecollection.org/works/pc9p72uf/images?id=exntyn6j,Visceral_leishmaniasis_gastrointestinal_tract_Wellcome_W0044352.jpg
f5m8fya7,pjx75zth,W0044338,Amoebiasis: amoebic abscess in liver,"Histopathology of the liver: amoebic abscess

This is a high power view of liver with early abscess formation. The right side of the picture shows necrosis with an inflammatory infiltrate (small, dark cells). The left side shows residual normal liver parenchyma. Several trophozoites are present in the centre of the picture (single, large, pale cells with a dark nucleus). H&E stain.

See images W0044336 and W0044337 for low and medium power views of the same case.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5267175,#ac849e,W0044338,https://iiif.wellcomecollection.org/image/W0044338/info.json,"https://iiif.wellcomecollection.org/image/W0044338/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044338/full/full/0/default.jpg,https://wellcomecollection.org/works/pjx75zth,https://wellcomecollection.org/works/pjx75zth/images?id=f5m8fya7,Amoebiasis_amoebic_abscess_in_liver_Wellcome_W0044338.jpg
f5qxyem6,ed2gz7dn,W0043355,Leprosy: dermal nerve,"Tuberculoid (TT) leprosy: dermal nerve

This is a high power view of a skin section from a patient with TT. The dermal nerve is virtually destroyed, leaving small granulomas. These granulomas contain epithelioid cells, but no giant cells. H&E stain.

See image W0043354 for a low power view of this section.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5151515,#d7abb5,W0043355,https://iiif.wellcomecollection.org/image/W0043355/info.json,"https://iiif.wellcomecollection.org/image/W0043355/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043355/full/full/0/default.jpg,https://wellcomecollection.org/works/ed2gz7dn,https://wellcomecollection.org/works/ed2gz7dn/images?id=f5qxyem6,Leprosy_dermal_nerve_Wellcome_W0043355.jpg
f6k2wua6,e5duscdf,W0043361,Leprosy: skin,"Tuberculoid (TT) leprosy: skin

This low power view of a skin section shows a florid, pan-dermal, granulomatoid dermatitis. Note the vertically orientated, inflamed nerve at the bottom left of the section (arrow). H&E stain.

See image W0043362 for a view at higher magnification.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#9993ad,W0043361,https://iiif.wellcomecollection.org/image/W0043361/info.json,"https://iiif.wellcomecollection.org/image/W0043361/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043361/full/full/0/default.jpg,https://wellcomecollection.org/works/e5duscdf,https://wellcomecollection.org/works/e5duscdf/images?id=f6k2wua6,Leprosy_skin_Wellcome_W0043361.jpg
f8qjsb55,xfzy4kxu,W0045998,Schistosomiasis: vulva,"Schistosomiasis due to <I>Schistosoma haematobium</I>: histopathology of the vulva

This is a medium power view of <I>Schistosoma haematobium</I> eggs in the subepithelial tissue of the vulva. H&E stain.

There is associated chronic inflammation. These eggs are newly laid and viable.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.532567,#c3739b,W0045998,https://iiif.wellcomecollection.org/image/W0045998/info.json,"https://iiif.wellcomecollection.org/image/W0045998/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0045998/full/full/0/default.jpg,https://wellcomecollection.org/works/xfzy4kxu,https://wellcomecollection.org/works/xfzy4kxu/images?id=f8qjsb55,Schistosomiasis_vulva_Wellcome_W0045998.jpg
fcm7rsbb,fgb295gn,W0044342,Post kala azar dermal leishmaniasis: skin lesion,This is a high power view of a section of skin from a Post kala azar dermal leishmaniasis (PKDL) lesion. The image shows epithelioid cells with some amastigotes. H&E stain.,Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#bd71ab,W0044342,https://iiif.wellcomecollection.org/image/W0044342/info.json,"https://iiif.wellcomecollection.org/image/W0044342/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044342/full/full/0/default.jpg,https://wellcomecollection.org/works/fgb295gn,https://wellcomecollection.org/works/fgb295gn/images?id=fcm7rsbb,Post_kala_azar_dermal_leishmaniasis_skin_lesion_Wellcome_W0044342.jpg
fcvuzart,dm78kgn8,W0044394,Lepromatous leprosy: local (acute) exacerbation reaction,"Lepromatous leprosy (LL): local (acute) exacerbation reaction (LER)

This is a high power view of a section of skin from an LL patient with LER. Many macrophages are seen undergoing apoptosis (individual cell death). H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#c892ca,W0044394,https://iiif.wellcomecollection.org/image/W0044394/info.json,"https://iiif.wellcomecollection.org/image/W0044394/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044394/full/full/0/default.jpg,https://wellcomecollection.org/works/dm78kgn8,https://wellcomecollection.org/works/dm78kgn8/images?id=fcvuzart,Lepromatous_leprosy_local_acute_exacerbation_reaction_Wellcome_W0044394.jpg
fzxs2xg7,mye2zz5u,W0044397,Lepromatous leprosy: local (acute) exacerbation reaction,"Lepromatous leprosy (LL): local (acute) exacerbation reaction (LER)

This is a high power view of a skin biopsy from a person with LER. Note the large numbers of globi and solid-staining bacilli in this section. Wade-Fite stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.532567,#cab2d8,W0044397,https://iiif.wellcomecollection.org/image/W0044397/info.json,"https://iiif.wellcomecollection.org/image/W0044397/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044397/full/full/0/default.jpg,https://wellcomecollection.org/works/mye2zz5u,https://wellcomecollection.org/works/mye2zz5u/images?id=fzxs2xg7,Lepromatous_leprosy_local_acute_exacerbation_reaction_Wellcome_W0044397.jpg
g82a48yw,x9u5dk9p,W0043381,Leprosy: borderline tuberculoid leprosy: dermal nerve,"Borderline tuberculoid (BT) leprosy: dermal nerve

This is a medium power view of a deep dermal nerve bundle from a case of BT. There is central fibrosis in the nerve bundle. Around the fibrosis there are epithelioid cells. H&E stain. 

See images W0043380 and W0043382 for additional sections from this patient.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#d9b4b6,W0043381,https://iiif.wellcomecollection.org/image/W0043381/info.json,"https://iiif.wellcomecollection.org/image/W0043381/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043381/full/full/0/default.jpg,https://wellcomecollection.org/works/x9u5dk9p,https://wellcomecollection.org/works/x9u5dk9p/images?id=g82a48yw,Leprosy_borderline_tuberculoid_leprosy_dermal_nerve_Wellcome_W0043381.jpg
gb28zjv7,duyresnc,W0043397,Lepromatous leprosy (LL): lymph node,"This is a high power view of a section of lymph node from a patient with LL. It shows numerous, red-stained, acid-fast bacilli (AFB). Wade-Fite stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#6e7ba2,W0043397,https://iiif.wellcomecollection.org/image/W0043397/info.json,"https://iiif.wellcomecollection.org/image/W0043397/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043397/full/full/0/default.jpg,https://wellcomecollection.org/works/duyresnc,https://wellcomecollection.org/works/duyresnc/images?id=gb28zjv7,Lepromatous_leprosy_LL_lymph_node_Wellcome_W0043397.jpg
gm3c8r4a,nu7xmv7g,W0043395,Lepromatous leprosy: lymph node,"Lepromatous leprosy (LL): lymph node

This is a medium power view of a section of lymph node from a patient with LL. The paracortex is expanded by abundant, foamy macrophages. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.532567,#c4a0ad,W0043395,https://iiif.wellcomecollection.org/image/W0043395/info.json,"https://iiif.wellcomecollection.org/image/W0043395/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043395/full/full/0/default.jpg,https://wellcomecollection.org/works/nu7xmv7g,https://wellcomecollection.org/works/nu7xmv7g/images?id=gm3c8r4a,Lepromatous_leprosy_lymph_node_Wellcome_W0043395.jpg
gnwqz843,ah9rn4wv,W0045997,Schistosomiasis: vulva,"Schistosomiasis due to <I>Schistosoma haematobium</I>: histopathology of the vulva

This is a low power view of the vulva which shows the surface epithelium to the top left. H&E stain.

A pair of adult </I>Schistosoma haematobium lie in a mid-dermis vein (centre), and eggs laid by the female worm can be seen beneath the epithelium. The surrounding tissues are inflamed.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.532567,#dc9ec6,W0045997,https://iiif.wellcomecollection.org/image/W0045997/info.json,"https://iiif.wellcomecollection.org/image/W0045997/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0045997/full/full/0/default.jpg,https://wellcomecollection.org/works/ah9rn4wv,https://wellcomecollection.org/works/ah9rn4wv/images?id=gnwqz843,Schistosomiasis_vulva_Wellcome_W0045997.jpg
gtkewtza,czfgwqee,W0043405,Lepromatous leprosy: type 2 ENL reaction,"Lepromatous leprosy (LL): type 2 (erythema nodosum leprosum, ENL) leprosy reaction

This is a high power view of a peripheral nerve from a person with type 2 reaction. There are foamy macrophages between Schwann cells. Some of the macrophages have multiple nuclei. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5625,#ddaec1,W0043405,https://iiif.wellcomecollection.org/image/W0043405/info.json,"https://iiif.wellcomecollection.org/image/W0043405/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043405/full/full/0/default.jpg,https://wellcomecollection.org/works/czfgwqee,https://wellcomecollection.org/works/czfgwqee/images?id=gtkewtza,Lepromatous_leprosy_type_2_ENL_reaction_Wellcome_W0043405.jpg
